ap,signal,sequence,x,y,z
A,17.0,35.0,3.0,8.0,2.0
A,18.0,36.0,3.0,8.0,2.0
A,18.0,37.0,3.0,8.0,2.0
A,17.0,38.0,3.0,8.0,2.0
A,18.0,39.0,3.0,8.0,2.0
B,26.0,16.0,3.0,8.0,2.0
B,28.0,17.0,3.0,8.0,2.0
B,27.0,18.0,3.0,8.0,2.0
B,28.0,19.0,3.0,8.0,2.0
B,29.0,20.0,3.0,8.0,2.0
B,29.0,21.0,3.0,8.0,2.0
B,26.0,22.0,3.0,8.0,2.0
B,26.0,23.0,3.0,8.0,2.0
B,27.0,24.0,3.0,8.0,2.0
D,17.0,2.0,3.0,8.0,2.0
D,19.0,3.0,3.0,8.0,2.0
D,19.0,4.0,3.0,8.0,2.0
D,19.0,5.0,3.0,8.0,2.0
D,19.0,6.0,3.0,8.0,2.0
C,3.0,19.0,3.0,8.0,2.0
C,6.0,20.0,3.0,8.0,2.0
C,5.0,21.0,3.0,8.0,2.0
C,4.0,22.0,3.0,8.0,2.0
C,4.0,23.0,3.0,8.0,2.0
C,4.0,24.0,3.0,8.0,2.0
C,4.0,25.0,3.0,8.0,2.0
C,3.0,26.0,3.0,8.0,2.0
C,5.0,27.0,3.0,8.0,2.0
C,6.0,28.0,3.0,8.0,2.0
A,16.0,40.0,3.0,8.0,2.0
A,17.0,41.0,3.0,8.0,2.0
A,16.0,42.0,3.0,8.0,2.0
A,16.0,43.0,3.0,8.0,2.0
A,15.0,44.0,3.0,8.0,2.0
A,17.0,45.0,3.0,8.0,2.0
A,16.0,46.0,3.0,8.0,2.0
A,17.0,47.0,3.0,8.0,2.0
A,15.0,48.0,3.0,8.0,2.0
A,16.0,49.0,3.0,8.0,2.0
A,16.0,50.0,3.0,8.0,2.0
A,16.0,51.0,3.0,8.0,2.0
A,18.0,52.0,3.0,8.0,2.0
A,18.0,53.0,3.0,8.0,2.0
A,19.0,54.0,3.0,8.0,2.0
A,17.0,55.0,3.0,8.0,2.0
A,16.0,56.0,3.0,8.0,2.0
A,16.0,57.0,3.0,8.0,2.0
A,15.0,58.0,3.0,8.0,2.0
A,16.0,59.0,3.0,8.0,2.0
B,32.0,25.0,3.0,8.0,2.0
B,31.0,26.0,3.0,8.0,2.0
B,31.0,27.0,3.0,8.0,2.0
B,29.0,28.0,3.0,8.0,2.0
B,29.0,29.0,3.0,8.0,2.0
B,28.0,30.0,3.0,8.0,2.0
B,28.0,31.0,3.0,8.0,2.0
B,28.0,32.0,3.0,8.0,2.0
B,29.0,33.0,3.0,8.0,2.0
D,19.0,7.0,3.0,8.0,2.0
C,3.0,29.0,3.0,8.0,2.0
C,6.0,30.0,3.0,8.0,2.0
C,4.0,31.0,3.0,8.0,2.0
C,6.0,32.0,3.0,8.0,2.0
C,0.0,33.0,3.0,8.0,2.0
A,16.0,60.0,3.0,8.0,2.0
A,17.0,61.0,3.0,8.0,2.0
A,17.0,62.0,3.0,8.0,2.0
A,17.0,63.0,3.0,8.0,2.0
A,17.0,64.0,3.0,8.0,2.0
A,17.0,65.0,3.0,8.0,2.0
A,17.0,66.0,3.0,8.0,2.0
A,17.0,67.0,3.0,8.0,2.0
A,17.0,68.0,3.0,8.0,2.0
A,17.0,69.0,3.0,8.0,2.0
A,16.0,70.0,3.0,8.0,2.0
A,17.0,71.0,3.0,8.0,2.0
A,17.0,72.0,3.0,8.0,2.0
A,17.0,73.0,3.0,8.0,2.0
A,17.0,74.0,3.0,8.0,2.0
A,15.0,75.0,3.0,8.0,2.0
A,14.0,76.0,3.0,8.0,2.0
A,16.0,77.0,3.0,8.0,2.0
A,16.0,78.0,3.0,8.0,2.0
B,27.0,34.0,3.0,8.0,2.0
B,29.0,35.0,3.0,8.0,2.0
B,28.0,36.0,3.0,8.0,2.0
B,27.0,37.0,3.0,8.0,2.0
B,28.0,38.0,3.0,8.0,2.0
B,28.0,39.0,3.0,8.0,2.0
B,28.0,40.0,3.0,8.0,2.0
B,28.0,41.0,3.0,8.0,2.0
B,29.0,42.0,3.0,8.0,2.0
B,29.0,43.0,3.0,8.0,2.0
D,18.0,8.0,3.0,8.0,2.0
D,20.0,9.0,3.0,8.0,2.0
D,19.0,10.0,3.0,8.0,2.0
D,19.0,11.0,3.0,8.0,2.0
D,20.0,12.0,3.0,8.0,2.0
C,2.0,34.0,3.0,8.0,2.0
C,5.0,35.0,3.0,8.0,2.0
C,6.0,36.0,3.0,8.0,2.0
C,1.0,37.0,3.0,8.0,2.0
C,3.0,38.0,3.0,8.0,2.0
A,18.0,79.0,3.0,8.0,2.0
A,18.0,80.0,3.0,8.0,2.0
A,17.0,81.0,3.0,8.0,2.0
A,17.0,82.0,3.0,8.0,2.0
A,17.0,83.0,3.0,8.0,2.0
A,18.0,84.0,3.0,8.0,2.0
A,18.0,85.0,3.0,8.0,2.0
A,16.0,86.0,3.0,8.0,2.0
A,18.0,87.0,3.0,8.0,2.0
A,17.0,88.0,3.0,8.0,2.0
A,17.0,89.0,3.0,8.0,2.0
A,18.0,90.0,3.0,8.0,2.0
A,17.0,91.0,3.0,8.0,2.0
A,18.0,92.0,3.0,8.0,2.0
A,17.0,93.0,3.0,8.0,2.0
A,18.0,94.0,3.0,8.0,2.0
A,17.0,95.0,3.0,8.0,2.0
A,17.0,96.0,3.0,8.0,2.0
A,17.0,97.0,3.0,8.0,2.0
B,31.0,44.0,3.0,8.0,2.0
B,31.0,45.0,3.0,8.0,2.0
B,32.0,46.0,3.0,8.0,2.0
B,30.0,47.0,3.0,8.0,2.0
B,32.0,48.0,3.0,8.0,2.0
B,31.0,49.0,3.0,8.0,2.0
B,32.0,50.0,3.0,8.0,2.0
B,31.0,51.0,3.0,8.0,2.0
B,30.0,52.0,3.0,8.0,2.0
B,29.0,53.0,3.0,8.0,2.0
C,3.0,39.0,3.0,8.0,2.0
C,4.0,40.0,3.0,8.0,2.0
C,3.0,41.0,3.0,8.0,2.0
C,3.0,42.0,3.0,8.0,2.0
C,1.0,43.0,3.0,8.0,2.0
C,4.0,44.0,3.0,8.0,2.0
C,9.0,45.0,3.0,8.0,2.0
A,16.0,98.0,3.0,8.0,2.0
A,16.0,99.0,3.0,8.0,2.0
A,17.0,100.0,3.0,8.0,2.0
A,16.0,101.0,3.0,8.0,2.0
A,16.0,102.0,3.0,8.0,2.0
A,16.0,103.0,3.0,8.0,2.0
A,17.0,104.0,3.0,8.0,2.0
A,18.0,105.0,3.0,8.0,2.0
A,18.0,106.0,3.0,8.0,2.0
A,18.0,107.0,3.0,8.0,2.0
A,19.0,108.0,3.0,8.0,2.0
A,18.0,109.0,3.0,8.0,2.0
A,17.0,110.0,3.0,8.0,2.0
A,18.0,111.0,3.0,8.0,2.0
A,18.0,112.0,3.0,8.0,2.0
A,18.0,113.0,3.0,8.0,2.0
A,19.0,114.0,3.0,8.0,2.0
A,18.0,115.0,3.0,8.0,2.0
A,18.0,116.0,3.0,8.0,2.0
B,30.0,54.0,3.0,8.0,2.0
B,31.0,55.0,3.0,8.0,2.0
B,31.0,56.0,3.0,8.0,2.0
B,31.0,57.0,3.0,8.0,2.0
B,31.0,58.0,3.0,8.0,2.0
B,30.0,59.0,3.0,8.0,2.0
B,31.0,60.0,3.0,8.0,2.0
B,31.0,61.0,3.0,8.0,2.0
B,29.0,62.0,3.0,8.0,2.0
B,28.0,63.0,3.0,8.0,2.0
D,20.0,13.0,3.0,8.0,2.0
C,2.0,46.0,3.0,8.0,2.0
C,4.0,47.0,3.0,8.0,2.0
C,3.0,48.0,3.0,8.0,2.0
C,3.0,49.0,3.0,8.0,2.0
C,7.0,50.0,3.0,8.0,2.0
C,3.0,51.0,3.0,8.0,2.0
C,3.0,52.0,3.0,8.0,2.0
C,7.0,53.0,3.0,8.0,2.0
A,19.0,117.0,3.0,8.0,2.0
A,19.0,118.0,3.0,8.0,2.0
A,19.0,119.0,3.0,8.0,2.0
A,20.0,120.0,3.0,8.0,2.0
A,18.0,121.0,3.0,8.0,2.0
A,19.0,122.0,3.0,8.0,2.0
A,18.0,123.0,3.0,8.0,2.0
A,19.0,124.0,3.0,8.0,2.0
A,19.0,125.0,3.0,8.0,2.0
A,18.0,126.0,3.0,8.0,2.0
A,19.0,127.0,3.0,8.0,2.0
A,18.0,128.0,3.0,8.0,2.0
A,20.0,129.0,3.0,8.0,2.0
A,18.0,130.0,3.0,8.0,2.0
A,19.0,131.0,3.0,8.0,2.0
A,18.0,132.0,3.0,8.0,2.0
A,18.0,133.0,3.0,8.0,2.0
A,18.0,134.0,3.0,8.0,2.0
A,18.0,135.0,3.0,8.0,2.0
B,29.0,64.0,3.0,8.0,2.0
B,30.0,65.0,3.0,8.0,2.0
B,29.0,66.0,3.0,8.0,2.0
B,29.0,67.0,3.0,8.0,2.0
B,29.0,68.0,3.0,8.0,2.0
B,29.0,69.0,3.0,8.0,2.0
B,30.0,70.0,3.0,8.0,2.0
B,29.0,71.0,3.0,8.0,2.0
B,31.0,72.0,3.0,8.0,2.0
B,30.0,73.0,3.0,8.0,2.0
D,19.0,14.0,3.0,8.0,2.0
D,19.0,15.0,3.0,8.0,2.0
D,18.0,16.0,3.0,8.0,2.0
D,19.0,17.0,3.0,8.0,2.0
C,7.0,54.0,3.0,8.0,2.0
C,4.0,55.0,3.0,8.0,2.0
C,6.0,56.0,3.0,8.0,2.0
C,3.0,57.0,3.0,8.0,2.0
C,8.0,58.0,3.0,8.0,2.0
C,3.0,59.0,3.0,8.0,2.0
C,3.0,60.0,3.0,8.0,2.0
C,4.0,61.0,3.0,8.0,2.0
C,3.0,62.0,3.0,8.0,2.0
A,19.0,136.0,3.0,8.0,2.0
A,18.0,137.0,3.0,8.0,2.0
A,19.0,138.0,3.0,8.0,2.0
A,18.0,139.0,3.0,8.0,2.0
A,17.0,140.0,3.0,8.0,2.0
A,18.0,141.0,3.0,8.0,2.0
A,19.0,142.0,3.0,8.0,2.0
A,18.0,143.0,3.0,8.0,2.0
A,18.0,144.0,3.0,8.0,2.0
A,18.0,145.0,3.0,8.0,2.0
A,18.0,146.0,3.0,8.0,2.0
A,18.0,147.0,3.0,8.0,2.0
A,18.0,148.0,3.0,8.0,2.0
A,19.0,149.0,3.0,8.0,2.0
A,18.0,150.0,3.0,8.0,2.0
A,18.0,151.0,3.0,8.0,2.0
A,19.0,152.0,3.0,8.0,2.0
A,18.0,153.0,3.0,8.0,2.0
A,18.0,154.0,3.0,8.0,2.0
B,28.0,74.0,3.0,8.0,2.0
B,29.0,75.0,3.0,8.0,2.0
B,27.0,76.0,3.0,8.0,2.0
B,28.0,77.0,3.0,8.0,2.0
B,28.0,78.0,3.0,8.0,2.0
B,28.0,79.0,3.0,8.0,2.0
B,29.0,80.0,3.0,8.0,2.0
B,29.0,81.0,3.0,8.0,2.0
B,29.0,82.0,3.0,8.0,2.0
B,29.0,83.0,3.0,8.0,2.0
D,18.0,18.0,3.0,8.0,2.0
D,19.0,19.0,3.0,8.0,2.0
D,20.0,20.0,3.0,8.0,2.0
D,17.0,21.0,3.0,8.0,2.0
C,4.0,63.0,3.0,8.0,2.0
C,2.0,64.0,3.0,8.0,2.0
C,4.0,65.0,3.0,8.0,2.0
C,4.0,66.0,3.0,8.0,2.0
C,5.0,67.0,3.0,8.0,2.0
C,3.0,68.0,3.0,8.0,2.0
C,5.0,69.0,3.0,8.0,2.0
A,18.0,155.0,3.0,8.0,2.0
A,17.0,156.0,3.0,8.0,2.0
A,18.0,157.0,3.0,8.0,2.0
A,18.0,158.0,3.0,8.0,2.0
A,18.0,159.0,3.0,8.0,2.0
A,19.0,160.0,3.0,8.0,2.0
A,17.0,161.0,3.0,8.0,2.0
A,17.0,162.0,3.0,8.0,2.0
A,18.0,163.0,3.0,8.0,2.0
A,18.0,164.0,3.0,8.0,2.0
A,18.0,165.0,3.0,8.0,2.0
A,19.0,166.0,3.0,8.0,2.0
A,19.0,167.0,3.0,8.0,2.0
A,18.0,168.0,3.0,8.0,2.0
A,17.0,169.0,3.0,8.0,2.0
A,16.0,170.0,3.0,8.0,2.0
A,17.0,171.0,3.0,8.0,2.0
A,16.0,172.0,3.0,8.0,2.0
A,17.0,173.0,3.0,8.0,2.0
A,17.0,174.0,3.0,8.0,2.0
B,27.0,84.0,3.0,8.0,2.0
B,29.0,85.0,3.0,8.0,2.0
B,29.0,86.0,3.0,8.0,2.0
B,27.0,87.0,3.0,8.0,2.0
B,28.0,88.0,3.0,8.0,2.0
B,29.0,89.0,3.0,8.0,2.0
B,30.0,90.0,3.0,8.0,2.0
B,30.0,91.0,3.0,8.0,2.0
B,29.0,92.0,3.0,8.0,2.0
B,29.0,93.0,3.0,8.0,2.0
D,18.0,22.0,3.0,8.0,2.0
D,18.0,23.0,3.0,8.0,2.0
D,18.0,24.0,3.0,8.0,2.0
D,18.0,25.0,3.0,8.0,2.0
D,17.0,26.0,3.0,8.0,2.0
D,18.0,27.0,3.0,8.0,2.0
D,18.0,28.0,3.0,8.0,2.0
D,18.0,29.0,3.0,8.0,2.0
D,18.0,30.0,3.0,8.0,2.0
C,1.0,70.0,3.0,8.0,2.0
C,2.0,71.0,3.0,8.0,2.0
A,16.0,175.0,3.0,8.0,2.0
A,17.0,176.0,3.0,8.0,2.0
A,17.0,177.0,3.0,8.0,2.0
A,17.0,178.0,3.0,8.0,2.0
A,17.0,179.0,3.0,8.0,2.0
A,17.0,180.0,3.0,8.0,2.0
A,16.0,181.0,3.0,8.0,2.0
A,17.0,182.0,3.0,8.0,2.0
A,17.0,183.0,3.0,8.0,2.0
A,17.0,184.0,3.0,8.0,2.0
A,16.0,185.0,3.0,8.0,2.0
A,17.0,186.0,3.0,8.0,2.0
A,17.0,187.0,3.0,8.0,2.0
A,16.0,188.0,3.0,8.0,2.0
A,16.0,189.0,3.0,8.0,2.0
A,16.0,190.0,3.0,8.0,2.0
A,15.0,191.0,3.0,8.0,2.0
A,15.0,192.0,3.0,8.0,2.0
A,13.0,193.0,3.0,8.0,2.0
A,12.0,194.0,3.0,8.0,2.0
B,36.0,94.0,3.0,8.0,2.0
B,35.0,95.0,3.0,8.0,2.0
B,36.0,96.0,3.0,8.0,2.0
B,35.0,97.0,3.0,8.0,2.0
B,37.0,98.0,3.0,8.0,2.0
B,36.0,99.0,3.0,8.0,2.0
B,36.0,100.0,3.0,8.0,2.0
B,35.0,101.0,3.0,8.0,2.0
B,37.0,0.0,2.0,7.0,2.0
B,39.0,1.0,2.0,7.0,2.0
B,41.0,2.0,2.0,7.0,2.0
B,42.0,3.0,2.0,7.0,2.0
B,42.0,4.0,2.0,7.0,2.0
B,41.0,5.0,2.0,7.0,2.0
B,40.0,6.0,2.0,7.0,2.0
D,17.0,0.0,2.0,7.0,2.0
D,16.0,1.0,2.0,7.0,2.0
D,18.0,2.0,2.0,7.0,2.0
D,15.0,3.0,2.0,7.0,2.0
D,17.0,4.0,2.0,7.0,2.0
C,8.0,0.0,2.0,7.0,2.0
C,7.0,1.0,2.0,7.0,2.0
C,8.0,2.0,2.0,7.0,2.0
C,7.0,3.0,2.0,7.0,2.0
C,5.0,4.0,2.0,7.0,2.0
C,7.0,5.0,2.0,7.0,2.0
C,7.0,6.0,2.0,7.0,2.0
C,8.0,7.0,2.0,7.0,2.0
A,17.0,0.0,2.0,7.0,2.0
A,16.0,1.0,2.0,7.0,2.0
A,17.0,2.0,2.0,7.0,2.0
A,17.0,3.0,2.0,7.0,2.0
A,16.0,4.0,2.0,7.0,2.0
A,17.0,5.0,2.0,7.0,2.0
A,17.0,6.0,2.0,7.0,2.0
A,15.0,7.0,2.0,7.0,2.0
A,16.0,8.0,2.0,7.0,2.0
A,17.0,9.0,2.0,7.0,2.0
A,17.0,10.0,2.0,7.0,2.0
A,15.0,11.0,2.0,7.0,2.0
A,15.0,12.0,2.0,7.0,2.0
A,14.0,13.0,2.0,7.0,2.0
A,13.0,14.0,2.0,7.0,2.0
A,13.0,15.0,2.0,7.0,2.0
A,13.0,16.0,2.0,7.0,2.0
A,13.0,17.0,2.0,7.0,2.0
A,14.0,18.0,2.0,7.0,2.0
B,42.0,7.0,2.0,7.0,2.0
B,43.0,8.0,2.0,7.0,2.0
B,43.0,9.0,2.0,7.0,2.0
B,43.0,10.0,2.0,7.0,2.0
B,43.0,11.0,2.0,7.0,2.0
B,43.0,12.0,2.0,7.0,2.0
B,43.0,13.0,2.0,7.0,2.0
B,42.0,14.0,2.0,7.0,2.0
B,42.0,15.0,2.0,7.0,2.0
B,43.0,16.0,2.0,7.0,2.0
D,16.0,5.0,2.0,7.0,2.0
D,18.0,6.0,2.0,7.0,2.0
D,17.0,7.0,2.0,7.0,2.0
D,17.0,8.0,2.0,7.0,2.0
D,17.0,9.0,2.0,7.0,2.0
D,14.0,10.0,2.0,7.0,2.0
D,12.0,11.0,2.0,7.0,2.0
C,9.0,8.0,2.0,7.0,2.0
C,8.0,9.0,2.0,7.0,2.0
C,8.0,10.0,2.0,7.0,2.0
C,7.0,11.0,2.0,7.0,2.0
C,7.0,12.0,2.0,7.0,2.0
C,7.0,13.0,2.0,7.0,2.0
C,7.0,14.0,2.0,7.0,2.0
A,15.0,19.0,2.0,7.0,2.0
A,16.0,20.0,2.0,7.0,2.0
A,15.0,21.0,2.0,7.0,2.0
A,16.0,22.0,2.0,7.0,2.0
A,15.0,23.0,2.0,7.0,2.0
A,15.0,24.0,2.0,7.0,2.0
A,15.0,25.0,2.0,7.0,2.0
A,15.0,26.0,2.0,7.0,2.0
A,15.0,27.0,2.0,7.0,2.0
A,14.0,28.0,2.0,7.0,2.0
A,13.0,29.0,2.0,7.0,2.0
A,13.0,30.0,2.0,7.0,2.0
A,14.0,31.0,2.0,7.0,2.0
A,15.0,32.0,2.0,7.0,2.0
A,16.0,33.0,2.0,7.0,2.0
A,16.0,34.0,2.0,7.0,2.0
A,14.0,35.0,2.0,7.0,2.0
A,14.0,36.0,2.0,7.0,2.0
A,13.0,37.0,2.0,7.0,2.0
A,14.0,38.0,2.0,7.0,2.0
B,41.0,17.0,2.0,7.0,2.0
B,41.0,18.0,2.0,7.0,2.0
B,41.0,19.0,2.0,7.0,2.0
B,40.0,20.0,2.0,7.0,2.0
B,40.0,21.0,2.0,7.0,2.0
B,39.0,22.0,2.0,7.0,2.0
B,41.0,23.0,2.0,7.0,2.0
B,41.0,24.0,2.0,7.0,2.0
B,39.0,25.0,2.0,7.0,2.0
B,40.0,26.0,2.0,7.0,2.0
D,17.0,12.0,2.0,7.0,2.0
D,15.0,13.0,2.0,7.0,2.0
D,14.0,14.0,2.0,7.0,2.0
D,17.0,15.0,2.0,7.0,2.0
D,14.0,16.0,2.0,7.0,2.0
D,15.0,17.0,2.0,7.0,2.0
D,18.0,18.0,2.0,7.0,2.0
D,14.0,19.0,2.0,7.0,2.0
D,14.0,20.0,2.0,7.0,2.0
C,6.0,15.0,2.0,7.0,2.0
C,6.0,16.0,2.0,7.0,2.0
C,7.0,17.0,2.0,7.0,2.0
A,17.0,39.0,2.0,7.0,2.0
A,17.0,40.0,2.0,7.0,2.0
A,16.0,41.0,2.0,7.0,2.0
A,16.0,42.0,2.0,7.0,2.0
A,16.0,43.0,2.0,7.0,2.0
A,16.0,44.0,2.0,7.0,2.0
A,16.0,45.0,2.0,7.0,2.0
A,16.0,46.0,2.0,7.0,2.0
A,17.0,47.0,2.0,7.0,2.0
A,16.0,48.0,2.0,7.0,2.0
A,16.0,49.0,2.0,7.0,2.0
A,13.0,50.0,2.0,7.0,2.0
A,13.0,51.0,2.0,7.0,2.0
A,13.0,52.0,2.0,7.0,2.0
A,13.0,53.0,2.0,7.0,2.0
A,15.0,54.0,2.0,7.0,2.0
A,17.0,55.0,2.0,7.0,2.0
A,16.0,56.0,2.0,7.0,2.0
A,17.0,57.0,2.0,7.0,2.0
A,18.0,58.0,2.0,7.0,2.0
B,42.0,27.0,2.0,7.0,2.0
B,41.0,28.0,2.0,7.0,2.0
B,42.0,29.0,2.0,7.0,2.0
B,42.0,30.0,2.0,7.0,2.0
B,41.0,31.0,2.0,7.0,2.0
B,39.0,32.0,2.0,7.0,2.0
B,40.0,33.0,2.0,7.0,2.0
B,40.0,34.0,2.0,7.0,2.0
B,40.0,35.0,2.0,7.0,2.0
B,41.0,36.0,2.0,7.0,2.0
D,19.0,21.0,2.0,7.0,2.0
D,18.0,22.0,2.0,7.0,2.0
D,18.0,23.0,2.0,7.0,2.0
D,18.0,24.0,2.0,7.0,2.0
A,12.0,59.0,2.0,7.0,2.0
A,12.0,60.0,2.0,7.0,2.0
A,12.0,61.0,2.0,7.0,2.0
A,12.0,62.0,2.0,7.0,2.0
A,13.0,63.0,2.0,7.0,2.0
A,12.0,64.0,2.0,7.0,2.0
A,12.0,65.0,2.0,7.0,2.0
A,12.0,66.0,2.0,7.0,2.0
A,12.0,67.0,2.0,7.0,2.0
A,12.0,68.0,2.0,7.0,2.0
A,13.0,69.0,2.0,7.0,2.0
A,13.0,70.0,2.0,7.0,2.0
A,12.0,71.0,2.0,7.0,2.0
A,11.0,72.0,2.0,7.0,2.0
A,12.0,73.0,2.0,7.0,2.0
A,12.0,74.0,2.0,7.0,2.0
A,11.0,75.0,2.0,7.0,2.0
A,12.0,76.0,2.0,7.0,2.0
A,11.0,77.0,2.0,7.0,2.0
A,12.0,78.0,2.0,7.0,2.0
B,42.0,37.0,2.0,7.0,2.0
B,42.0,38.0,2.0,7.0,2.0
B,42.0,39.0,2.0,7.0,2.0
B,41.0,40.0,2.0,7.0,2.0
B,41.0,41.0,2.0,7.0,2.0
B,41.0,42.0,2.0,7.0,2.0
B,41.0,43.0,2.0,7.0,2.0
B,40.0,44.0,2.0,7.0,2.0
B,41.0,45.0,2.0,7.0,2.0
B,40.0,46.0,2.0,7.0,2.0
D,18.0,25.0,2.0,7.0,2.0
D,20.0,26.0,2.0,7.0,2.0
D,17.0,27.0,2.0,7.0,2.0
D,18.0,28.0,2.0,7.0,2.0
D,18.0,29.0,2.0,7.0,2.0
C,4.0,18.0,2.0,7.0,2.0
C,5.0,19.0,2.0,7.0,2.0
C,8.0,20.0,2.0,7.0,2.0
C,8.0,21.0,2.0,7.0,2.0
C,8.0,22.0,2.0,7.0,2.0
A,12.0,79.0,2.0,7.0,2.0
A,14.0,80.0,2.0,7.0,2.0
A,13.0,81.0,2.0,7.0,2.0
A,13.0,82.0,2.0,7.0,2.0
A,13.0,83.0,2.0,7.0,2.0
A,14.0,84.0,2.0,7.0,2.0
A,13.0,85.0,2.0,7.0,2.0
A,11.0,86.0,2.0,7.0,2.0
A,12.0,87.0,2.0,7.0,2.0
A,12.0,88.0,2.0,7.0,2.0
A,12.0,89.0,2.0,7.0,2.0
A,12.0,90.0,2.0,7.0,2.0
A,11.0,91.0,2.0,7.0,2.0
A,11.0,92.0,2.0,7.0,2.0
A,11.0,93.0,2.0,7.0,2.0
A,12.0,94.0,2.0,7.0,2.0
A,11.0,95.0,2.0,7.0,2.0
A,12.0,96.0,2.0,7.0,2.0
A,13.0,97.0,2.0,7.0,2.0
A,12.0,98.0,2.0,7.0,2.0
B,40.0,47.0,2.0,7.0,2.0
B,39.0,48.0,2.0,7.0,2.0
B,41.0,49.0,2.0,7.0,2.0
B,41.0,50.0,2.0,7.0,2.0
B,40.0,51.0,2.0,7.0,2.0
B,41.0,52.0,2.0,7.0,2.0
B,40.0,53.0,2.0,7.0,2.0
B,41.0,54.0,2.0,7.0,2.0
B,41.0,55.0,2.0,7.0,2.0
B,40.0,56.0,2.0,7.0,2.0
D,18.0,30.0,2.0,7.0,2.0
D,19.0,31.0,2.0,7.0,2.0
D,19.0,32.0,2.0,7.0,2.0
D,19.0,33.0,2.0,7.0,2.0
D,14.0,34.0,2.0,7.0,2.0
D,19.0,35.0,2.0,7.0,2.0
D,19.0,36.0,2.0,7.0,2.0
C,7.0,23.0,2.0,7.0,2.0
C,7.0,24.0,2.0,7.0,2.0
C,8.0,25.0,2.0,7.0,2.0
C,8.0,26.0,2.0,7.0,2.0
C,7.0,27.0,2.0,7.0,2.0
C,8.0,28.0,2.0,7.0,2.0
C,7.0,29.0,2.0,7.0,2.0
C,7.0,30.0,2.0,7.0,2.0
A,15.0,99.0,2.0,7.0,2.0
A,16.0,100.0,2.0,7.0,2.0
A,14.0,101.0,2.0,7.0,2.0
A,14.0,102.0,2.0,7.0,2.0
A,16.0,103.0,2.0,7.0,2.0
A,14.0,104.0,2.0,7.0,2.0
A,11.0,105.0,2.0,7.0,2.0
A,15.0,106.0,2.0,7.0,2.0
A,17.0,107.0,2.0,7.0,2.0
A,18.0,108.0,2.0,7.0,2.0
A,18.0,109.0,2.0,7.0,2.0
A,17.0,110.0,2.0,7.0,2.0
A,18.0,111.0,2.0,7.0,2.0
A,16.0,112.0,2.0,7.0,2.0
A,17.0,113.0,2.0,7.0,2.0
A,15.0,114.0,2.0,7.0,2.0
A,15.0,115.0,2.0,7.0,2.0
A,14.0,116.0,2.0,7.0,2.0
A,15.0,117.0,2.0,7.0,2.0
B,41.0,57.0,2.0,7.0,2.0
B,40.0,58.0,2.0,7.0,2.0
B,41.0,59.0,2.0,7.0,2.0
B,41.0,60.0,2.0,7.0,2.0
B,41.0,61.0,2.0,7.0,2.0
B,41.0,62.0,2.0,7.0,2.0
B,41.0,63.0,2.0,7.0,2.0
B,40.0,64.0,2.0,7.0,2.0
B,40.0,65.0,2.0,7.0,2.0
B,40.0,66.0,2.0,7.0,2.0
D,17.0,37.0,2.0,7.0,2.0
D,17.0,38.0,2.0,7.0,2.0
D,18.0,39.0,2.0,7.0,2.0
D,18.0,40.0,2.0,7.0,2.0
D,19.0,41.0,2.0,7.0,2.0
D,18.0,42.0,2.0,7.0,2.0
D,18.0,43.0,2.0,7.0,2.0
D,17.0,44.0,2.0,7.0,2.0
D,18.0,45.0,2.0,7.0,2.0
D,17.0,46.0,2.0,7.0,2.0
C,8.0,31.0,2.0,7.0,2.0
C,2.0,32.0,2.0,7.0,2.0
C,5.0,33.0,2.0,7.0,2.0
C,7.0,34.0,2.0,7.0,2.0
C,7.0,35.0,2.0,7.0,2.0
C,5.0,36.0,2.0,7.0,2.0
A,9.0,118.0,2.0,7.0,2.0
A,11.0,119.0,2.0,7.0,2.0
A,11.0,120.0,2.0,7.0,2.0
A,11.0,121.0,2.0,7.0,2.0
A,10.0,122.0,2.0,7.0,2.0
A,10.0,123.0,2.0,7.0,2.0
A,10.0,124.0,2.0,7.0,2.0
A,12.0,125.0,2.0,7.0,2.0
A,12.0,126.0,2.0,7.0,2.0
A,14.0,127.0,2.0,7.0,2.0
A,14.0,128.0,2.0,7.0,2.0
A,12.0,129.0,2.0,7.0,2.0
A,13.0,130.0,2.0,7.0,2.0
A,13.0,131.0,2.0,7.0,2.0
B,40.0,67.0,2.0,7.0,2.0
B,41.0,68.0,2.0,7.0,2.0
B,40.0,69.0,2.0,7.0,2.0
B,40.0,70.0,2.0,7.0,2.0
B,38.0,71.0,2.0,7.0,2.0
B,39.0,72.0,2.0,7.0,2.0
B,39.0,73.0,2.0,7.0,2.0
B,40.0,74.0,2.0,7.0,2.0
B,39.0,75.0,2.0,7.0,2.0
B,38.0,76.0,2.0,7.0,2.0
D,19.0,47.0,2.0,7.0,2.0
D,19.0,48.0,2.0,7.0,2.0
D,19.0,49.0,2.0,7.0,2.0
D,18.0,50.0,2.0,7.0,2.0
D,13.0,51.0,2.0,7.0,2.0
D,18.0,52.0,2.0,7.0,2.0
D,18.0,53.0,2.0,7.0,2.0
D,18.0,54.0,2.0,7.0,2.0
C,6.0,37.0,2.0,7.0,2.0
C,6.0,38.0,2.0,7.0,2.0
C,7.0,39.0,2.0,7.0,2.0
C,4.0,40.0,2.0,7.0,2.0
C,7.0,41.0,2.0,7.0,2.0
C,8.0,42.0,2.0,7.0,2.0
